beta,iteration,monthly_incidence_m1,monthly_cumulative_m1,monthly_incidence_m2,monthly_cumulative_m2,monthly_incidence_m3,monthly_cumulative_m3,monthly_incidence_m4,monthly_cumulative_m4,monthly_incidence_m5,monthly_cumulative_m5,monthly_incidence_m6,monthly_cumulative_m6,monthly_incidence_m7,monthly_cumulative_m7,monthly_incidence_m8,monthly_cumulative_m8,monthly_incidence_m9,monthly_cumulative_m9,monthly_incidence_m10,monthly_cumulative_m10,monthly_incidence_m11,monthly_cumulative_m11,monthly_incidence_m12,monthly_cumulative_m12,monthly_incidence_m13,monthly_cumulative_m13,monthly_incidence_m14,monthly_cumulative_m14,monthly_incidence_m15,monthly_cumulative_m15,monthly_incidence_m16,monthly_cumulative_m16,monthly_incidence_m17,monthly_cumulative_m17,monthly_incidence_m18,monthly_cumulative_m18,monthly_incidence_m19,monthly_cumulative_m19
0.03775,2,6.0,6.0,2.0,8.0,2.0,10.0,2.0,12.0,4.0,16.0,3.0,19.0,0.0,19.0,3.0,22.0,3.0,25.0,2.0,27.0,3.0,30.0,2.0,32.0,3.0,35.0,3.0,38.0,0.0,38.0,1.0,39.0,0.0,39.0,1.0,40.0,0.0,40.0
0.03775,3,14.0,14.0,8.0,22.0,6.0,28.0,8.0,36.0,8.0,44.0,2.0,46.0,6.0,52.0,4.0,56.0,2.0,58.0,2.0,60.0,2.0,62.0,2.0,64.0,2.0,66.0,0.0,66.0,1.0,67.0,2.0,69.0,1.0,70.0,2.0,72.0,1.0,73.0
0.03775,4,5.0,5.0,3.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0
0.03775,5,9.0,9.0,7.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0
0.03775,6,8.0,8.0,3.0,11.0,1.0,12.0,1.0,13.0,2.0,15.0,1.0,16.0,3.0,19.0,3.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0
0.03775,7,9.0,9.0,5.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0
0.03775,8,11.0,11.0,1.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0
0.03775,9,5.0,5.0,1.0,6.0,2.0,8.0,5.0,13.0,3.0,16.0,3.0,19.0,10.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,1.0,30.0,2.0,32.0,1.0,33.0,2.0,35.0,0.0,35.0,0.0,35.0,0.0,35.0,0.0,35.0,0.0,35.0
0.03775,10,7.0,7.0,3.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0
0.03775,11,6.0,6.0,3.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0
0.03775,12,9.0,9.0,4.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0
0.03775,13,7.0,7.0,1.0,8.0,2.0,10.0,3.0,13.0,1.0,14.0,3.0,17.0,2.0,19.0,2.0,21.0,1.0,22.0,2.0,24.0,6.0,30.0,2.0,32.0,2.0,34.0,4.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0
0.03775,14,7.0,7.0,1.0,8.0,3.0,11.0,3.0,14.0,2.0,16.0,2.0,18.0,10.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0
0.03775,15,9.0,9.0,6.0,15.0,3.0,18.0,0.0,18.0,3.0,21.0,0.0,21.0,1.0,22.0,3.0,25.0,0.0,25.0,5.0,30.0,2.0,32.0,3.0,35.0,4.0,39.0,0.0,39.0,0.0,39.0,0.0,39.0,0.0,39.0,0.0,39.0,0.0,39.0
0.03775,16,10.0,10.0,3.0,13.0,0.0,13.0,0.0,13.0,1.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0
0.03775,17,8.0,8.0,5.0,13.0,1.0,14.0,3.0,17.0,2.0,19.0,5.0,24.0,4.0,28.0,1.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0
0.03775,18,7.0,7.0,1.0,8.0,1.0,9.0,1.0,10.0,3.0,13.0,7.0,20.0,8.0,28.0,5.0,33.0,5.0,38.0,3.0,41.0,5.0,46.0,6.0,52.0,6.0,58.0,3.0,61.0,0.0,61.0,0.0,61.0,0.0,61.0,0.0,61.0,0.0,61.0
0.03775,19,11.0,11.0,6.0,17.0,8.0,25.0,3.0,28.0,5.0,33.0,4.0,37.0,8.0,45.0,1.0,46.0,0.0,46.0,0.0,46.0,0.0,46.0,0.0,46.0,0.0,46.0,0.0,46.0,0.0,46.0,0.0,46.0,0.0,46.0,0.0,46.0,0.0,46.0
0.03775,20,6.0,6.0,4.0,10.0,1.0,11.0,2.0,13.0,3.0,16.0,3.0,19.0,4.0,23.0,4.0,27.0,1.0,28.0,4.0,32.0,5.0,37.0,7.0,44.0,4.0,48.0,1.0,49.0,0.0,49.0,1.0,50.0,0.0,50.0,2.0,52.0,1.0,53.0
0.03775,21,4.0,4.0,3.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0
0.03775,22,8.0,8.0,3.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0
0.03775,23,10.0,10.0,2.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0
0.03775,24,7.0,7.0,4.0,11.0,6.0,17.0,6.0,23.0,6.0,29.0,5.0,34.0,4.0,38.0,3.0,41.0,5.0,46.0,1.0,47.0,3.0,50.0,3.0,53.0,7.0,60.0,1.0,61.0,3.0,64.0,2.0,66.0,2.0,68.0,3.0,71.0,4.0,75.0
0.03775,25,9.0,9.0,4.0,13.0,1.0,14.0,1.0,15.0,6.0,21.0,7.0,28.0,6.0,34.0,3.0,37.0,3.0,40.0,2.0,42.0,3.0,45.0,3.0,48.0,5.0,53.0,3.0,56.0,0.0,56.0,0.0,56.0,2.0,58.0,5.0,63.0,3.0,66.0
0.03775,26,9.0,9.0,3.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0
0.03775,27,5.0,5.0,3.0,8.0,4.0,12.0,3.0,15.0,3.0,18.0,5.0,23.0,7.0,30.0,3.0,33.0,0.0,33.0,0.0,33.0,0.0,33.0,0.0,33.0,0.0,33.0,0.0,33.0,0.0,33.0,0.0,33.0,0.0,33.0,0.0,33.0,0.0,33.0
0.03775,28,12.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0
0.03775,29,8.0,8.0,1.0,9.0,0.0,9.0,0.0,9.0,4.0,13.0,2.0,15.0,3.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0
0.03775,30,5.0,5.0,2.0,7.0,2.0,9.0,0.0,9.0,0.0,9.0,2.0,11.0,3.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0
0.03775,31,5.0,5.0,5.0,10.0,2.0,12.0,3.0,15.0,2.0,17.0,6.0,23.0,3.0,26.0,3.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0
0.03775,32,5.0,5.0,2.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0
0.03775,33,8.0,8.0,2.0,10.0,3.0,13.0,1.0,14.0,1.0,15.0,1.0,16.0,2.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0
0.03775,34,6.0,6.0,1.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0
0.03775,35,10.0,10.0,6.0,16.0,2.0,18.0,6.0,24.0,1.0,25.0,2.0,27.0,4.0,31.0,2.0,33.0,0.0,33.0,0.0,33.0,0.0,33.0,0.0,33.0,0.0,33.0,0.0,33.0,0.0,33.0,0.0,33.0,0.0,33.0,0.0,33.0,0.0,33.0
0.03775,36,10.0,10.0,0.0,10.0,0.0,10.0,1.0,11.0,1.0,12.0,1.0,13.0,0.0,13.0,1.0,14.0,1.0,15.0,4.0,19.0,4.0,23.0,4.0,27.0,6.0,33.0,3.0,36.0,1.0,37.0,0.0,37.0,0.0,37.0,0.0,37.0,0.0,37.0
0.03775,37,9.0,9.0,1.0,10.0,2.0,12.0,4.0,16.0,3.0,19.0,3.0,22.0,5.0,27.0,2.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0
0.03775,38,8.0,8.0,2.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,1.0,11.0,1.0,12.0,1.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0
0.03775,39,6.0,6.0,1.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0
0.03775,40,4.0,4.0,3.0,7.0,3.0,10.0,0.0,10.0,3.0,13.0,1.0,14.0,1.0,15.0,0.0,15.0,0.0,15.0,1.0,16.0,2.0,18.0,2.0,20.0,3.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,2.0,25.0,2.0,27.0,1.0,28.0
0.03775,41,10.0,10.0,2.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0
0.03775,42,8.0,8.0,1.0,9.0,4.0,13.0,3.0,16.0,4.0,20.0,9.0,29.0,5.0,34.0,3.0,37.0,4.0,41.0,2.0,43.0,2.0,45.0,1.0,46.0,2.0,48.0,0.0,48.0,0.0,48.0,0.0,48.0,0.0,48.0,0.0,48.0,0.0,48.0
0.03775,43,5.0,5.0,2.0,7.0,1.0,8.0,2.0,10.0,2.0,12.0,4.0,16.0,6.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0
0.03775,44,9.0,9.0,3.0,12.0,0.0,12.0,1.0,13.0,0.0,13.0,1.0,14.0,1.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0
0.03775,45,8.0,8.0,7.0,15.0,0.0,15.0,2.0,17.0,4.0,21.0,3.0,24.0,2.0,26.0,1.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0
0.03775,46,3.0,3.0,2.0,5.0,3.0,8.0,1.0,9.0,2.0,11.0,7.0,18.0,10.0,28.0,5.0,33.0,2.0,35.0,1.0,36.0,0.0,36.0,3.0,39.0,3.0,42.0,2.0,44.0,0.0,44.0,0.0,44.0,0.0,44.0,0.0,44.0,0.0,44.0
0.03775,47,12.0,12.0,2.0,14.0,0.0,14.0,1.0,15.0,2.0,17.0,3.0,20.0,5.0,25.0,4.0,29.0,3.0,32.0,2.0,34.0,5.0,39.0,5.0,44.0,10.0,54.0,2.0,56.0,6.0,62.0,2.0,64.0,3.0,67.0,4.0,71.0,9.0,80.0
0.03775,48,8.0,8.0,2.0,10.0,0.0,10.0,3.0,13.0,1.0,14.0,3.0,17.0,4.0,21.0,1.0,22.0,1.0,23.0,2.0,25.0,2.0,27.0,1.0,28.0,1.0,29.0,3.0,32.0,2.0,34.0,2.0,36.0,3.0,39.0,4.0,43.0,2.0,45.0
0.03775,49,6.0,6.0,3.0,9.0,0.0,9.0,0.0,9.0,2.0,11.0,4.0,15.0,1.0,16.0,1.0,17.0,2.0,19.0,2.0,21.0,0.0,21.0,1.0,22.0,2.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0
0.03787,0,7.0,7.0,2.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,1.0,10.0,2.0,12.0,3.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0
0.03787,1,6.0,6.0,2.0,8.0,1.0,9.0,0.0,9.0,3.0,12.0,2.0,14.0,3.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0
0.03787,2,6.0,6.0,3.0,9.0,0.0,9.0,2.0,11.0,7.0,18.0,5.0,23.0,9.0,32.0,4.0,36.0,1.0,37.0,1.0,38.0,1.0,39.0,1.0,40.0,3.0,43.0,1.0,44.0,0.0,44.0,0.0,44.0,1.0,45.0,2.0,47.0,5.0,52.0
0.03787,3,13.0,13.0,3.0,16.0,3.0,19.0,0.0,19.0,8.0,27.0,6.0,33.0,6.0,39.0,4.0,43.0,0.0,43.0,1.0,44.0,1.0,45.0,2.0,47.0,0.0,47.0,0.0,47.0,0.0,47.0,0.0,47.0,0.0,47.0,0.0,47.0,0.0,47.0
0.03787,4,5.0,5.0,4.0,9.0,0.0,9.0,3.0,12.0,1.0,13.0,3.0,16.0,2.0,18.0,1.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0
0.03787,5,8.0,8.0,0.0,8.0,0.0,8.0,1.0,9.0,1.0,10.0,4.0,14.0,3.0,17.0,5.0,22.0,1.0,23.0,4.0,27.0,4.0,31.0,8.0,39.0,9.0,48.0,3.0,51.0,1.0,52.0,1.0,53.0,1.0,54.0,1.0,55.0,3.0,58.0
0.03787,6,6.0,6.0,3.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0
0.03787,7,4.0,4.0,6.0,10.0,2.0,12.0,2.0,14.0,6.0,20.0,7.0,27.0,4.0,31.0,2.0,33.0,2.0,35.0,3.0,38.0,2.0,40.0,3.0,43.0,4.0,47.0,0.0,47.0,0.0,47.0,0.0,47.0,0.0,47.0,0.0,47.0,0.0,47.0
0.03787,8,6.0,6.0,2.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0
0.03787,9,6.0,6.0,1.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0
0.03787,10,6.0,6.0,6.0,12.0,1.0,13.0,1.0,14.0,4.0,18.0,2.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0
0.03787,11,5.0,5.0,3.0,8.0,2.0,10.0,2.0,12.0,1.0,13.0,7.0,20.0,4.0,24.0,2.0,26.0,0.0,26.0,0.0,26.0,0.0,26.0,0.0,26.0,0.0,26.0,0.0,26.0,0.0,26.0,0.0,26.0,0.0,26.0,0.0,26.0,0.0,26.0
0.03787,12,8.0,8.0,3.0,11.0,0.0,11.0,2.0,13.0,2.0,15.0,0.0,15.0,1.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0
0.03787,13,9.0,9.0,2.0,11.0,1.0,12.0,0.0,12.0,2.0,14.0,1.0,15.0,1.0,16.0,1.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0
0.03787,14,5.0,5.0,1.0,6.0,1.0,7.0,5.0,12.0,6.0,18.0,4.0,22.0,3.0,25.0,2.0,27.0,2.0,29.0,1.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,1.0,31.0,0.0,31.0,0.0,31.0,0.0,31.0,0.0,31.0,0.0,31.0
0.03787,15,8.0,8.0,3.0,11.0,0.0,11.0,1.0,12.0,2.0,14.0,4.0,18.0,4.0,22.0,3.0,25.0,1.0,26.0,2.0,28.0,1.0,29.0,1.0,30.0,3.0,33.0,1.0,34.0,1.0,35.0,0.0,35.0,1.0,36.0,0.0,36.0,0.0,36.0
0.03787,16,7.0,7.0,4.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0
0.03787,17,6.0,6.0,3.0,9.0,2.0,11.0,5.0,16.0,2.0,18.0,3.0,21.0,1.0,22.0,1.0,23.0,0.0,23.0,3.0,26.0,3.0,29.0,7.0,36.0,2.0,38.0,3.0,41.0,0.0,41.0,1.0,42.0,3.0,45.0,5.0,50.0,1.0,51.0
0.03787,18,7.0,7.0,2.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0
0.03787,19,6.0,6.0,3.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0
0.03787,20,7.0,7.0,3.0,10.0,3.0,13.0,7.0,20.0,6.0,26.0,5.0,31.0,3.0,34.0,2.0,36.0,0.0,36.0,0.0,36.0,0.0,36.0,0.0,36.0,0.0,36.0,0.0,36.0,0.0,36.0,0.0,36.0,0.0,36.0,0.0,36.0,0.0,36.0
0.03787,21,8.0,8.0,7.0,15.0,2.0,17.0,0.0,17.0,1.0,18.0,2.0,20.0,0.0,20.0,1.0,21.0,2.0,23.0,1.0,24.0,3.0,27.0,2.0,29.0,2.0,31.0,1.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0
0.03787,22,10.0,10.0,2.0,12.0,1.0,13.0,0.0,13.0,4.0,17.0,2.0,19.0,2.0,21.0,2.0,23.0,1.0,24.0,1.0,25.0,2.0,27.0,3.0,30.0,1.0,31.0,1.0,32.0,2.0,34.0,2.0,36.0,1.0,37.0,0.0,37.0,1.0,38.0
0.03787,23,9.0,9.0,1.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0
0.03787,24,9.0,9.0,3.0,12.0,5.0,17.0,4.0,21.0,8.0,29.0,9.0,38.0,10.0,48.0,7.0,55.0,5.0,60.0,5.0,65.0,9.0,74.0,8.0,82.0,11.0,93.0,5.0,98.0,1.0,99.0,2.0,101.0,4.0,105.0,5.0,110.0,4.0,114.0
0.03787,25,6.0,6.0,7.0,13.0,3.0,16.0,4.0,20.0,5.0,25.0,3.0,28.0,13.0,41.0,4.0,45.0,1.0,46.0,4.0,50.0,4.0,54.0,6.0,60.0,9.0,69.0,4.0,73.0,0.0,73.0,1.0,74.0,2.0,76.0,3.0,79.0,4.0,83.0
0.03787,26,7.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0
0.03787,27,8.0,8.0,5.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0
0.03787,28,4.0,4.0,4.0,8.0,3.0,11.0,5.0,16.0,5.0,21.0,6.0,27.0,6.0,33.0,3.0,36.0,0.0,36.0,0.0,36.0,0.0,36.0,0.0,36.0,0.0,36.0,0.0,36.0,0.0,36.0,0.0,36.0,0.0,36.0,0.0,36.0,0.0,36.0
0.03787,29,4.0,4.0,2.0,6.0,3.0,9.0,3.0,12.0,6.0,18.0,4.0,22.0,4.0,26.0,2.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,1.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0
0.03787,30,5.0,5.0,3.0,8.0,3.0,11.0,1.0,12.0,1.0,13.0,3.0,16.0,2.0,18.0,1.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,2.0,21.0,1.0,22.0,0.0,22.0
0.03787,31,9.0,9.0,5.0,14.0,0.0,14.0,0.0,14.0,2.0,16.0,0.0,16.0,1.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,1.0,18.0
0.03787,32,5.0,5.0,1.0,6.0,2.0,8.0,1.0,9.0,3.0,12.0,2.0,14.0,3.0,17.0,2.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,1.0,20.0,1.0,21.0,1.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0
0.03787,33,7.0,7.0,6.0,13.0,2.0,15.0,2.0,17.0,1.0,18.0,1.0,19.0,1.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0
0.03787,34,5.0,5.0,4.0,9.0,0.0,9.0,1.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0
0.03787,35,10.0,10.0,3.0,13.0,3.0,16.0,1.0,17.0,3.0,20.0,0.0,20.0,4.0,24.0,1.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0
0.03787,36,9.0,9.0,6.0,15.0,0.0,15.0,3.0,18.0,2.0,20.0,3.0,23.0,7.0,30.0,5.0,35.0,2.0,37.0,2.0,39.0,1.0,40.0,6.0,46.0,8.0,54.0,4.0,58.0,5.0,63.0,3.0,66.0,5.0,71.0,9.0,80.0,7.0,87.0
