beta,iteration,monthly_incidence_m1,monthly_cumulative_m1,monthly_incidence_m2,monthly_cumulative_m2,monthly_incidence_m3,monthly_cumulative_m3,monthly_incidence_m4,monthly_cumulative_m4,monthly_incidence_m5,monthly_cumulative_m5,monthly_incidence_m6,monthly_cumulative_m6,monthly_incidence_m7,monthly_cumulative_m7,monthly_incidence_m8,monthly_cumulative_m8,monthly_incidence_m9,monthly_cumulative_m9,monthly_incidence_m10,monthly_cumulative_m10,monthly_incidence_m11,monthly_cumulative_m11,monthly_incidence_m12,monthly_cumulative_m12,monthly_incidence_m13,monthly_cumulative_m13,monthly_incidence_m14,monthly_cumulative_m14,monthly_incidence_m15,monthly_cumulative_m15,monthly_incidence_m16,monthly_cumulative_m16,monthly_incidence_m17,monthly_cumulative_m17,monthly_incidence_m18,monthly_cumulative_m18,monthly_incidence_m19,monthly_cumulative_m19
0.038,7,5.0,5.0,5.0,10.0,1.0,11.0,2.0,13.0,0.0,13.0,1.0,14.0,3.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0
0.038,8,5.0,5.0,3.0,8.0,3.0,11.0,4.0,15.0,1.0,16.0,4.0,20.0,1.0,21.0,1.0,22.0,0.0,22.0,0.0,22.0,1.0,23.0,1.0,24.0,3.0,27.0,2.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0
0.038,9,6.0,6.0,2.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0
0.038,10,7.0,7.0,3.0,10.0,0.0,10.0,0.0,10.0,3.0,13.0,3.0,16.0,3.0,19.0,1.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0
0.038,11,5.0,5.0,3.0,8.0,1.0,9.0,2.0,11.0,4.0,15.0,1.0,16.0,2.0,18.0,3.0,21.0,2.0,23.0,3.0,26.0,3.0,29.0,2.0,31.0,4.0,35.0,2.0,37.0,0.0,37.0,0.0,37.0,0.0,37.0,0.0,37.0,0.0,37.0
0.038,12,8.0,8.0,1.0,9.0,1.0,10.0,3.0,13.0,1.0,14.0,0.0,14.0,1.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0
0.038,13,6.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,2.0,8.0,1.0,9.0,1.0,10.0,0.0,10.0,0.0,10.0,1.0,11.0,1.0,12.0,2.0,14.0,0.0,14.0,0.0,14.0,2.0,16.0,1.0,17.0,1.0,18.0
0.038,14,5.0,5.0,3.0,8.0,2.0,10.0,1.0,11.0,4.0,15.0,4.0,19.0,8.0,27.0,1.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,1.0,29.0
0.038,15,4.0,4.0,3.0,7.0,2.0,9.0,2.0,11.0,3.0,14.0,5.0,19.0,3.0,22.0,3.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0
0.038,16,6.0,6.0,0.0,6.0,2.0,8.0,2.0,10.0,3.0,13.0,3.0,16.0,2.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,2.0,20.0,0.0,20.0,3.0,23.0,1.0,24.0,1.0,25.0,2.0,27.0,7.0,34.0,6.0,40.0,9.0,49.0
0.038,17,10.0,10.0,4.0,14.0,4.0,18.0,7.0,25.0,4.0,29.0,3.0,32.0,9.0,41.0,4.0,45.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0,45.0
0.038,18,10.0,10.0,4.0,14.0,3.0,17.0,0.0,17.0,1.0,18.0,2.0,20.0,4.0,24.0,1.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0
0.038,19,10.0,10.0,7.0,17.0,1.0,18.0,1.0,19.0,1.0,20.0,4.0,24.0,1.0,25.0,2.0,27.0,1.0,28.0,1.0,29.0,1.0,30.0,1.0,31.0,2.0,33.0,1.0,34.0,0.0,34.0,0.0,34.0,0.0,34.0,0.0,34.0,0.0,34.0
0.038,20,10.0,10.0,2.0,12.0,0.0,12.0,2.0,14.0,3.0,17.0,3.0,20.0,13.0,33.0,5.0,38.0,1.0,39.0,4.0,43.0,4.0,47.0,4.0,51.0,5.0,56.0,2.0,58.0,3.0,61.0,1.0,62.0,4.0,66.0,3.0,69.0,4.0,73.0
0.038,21,6.0,6.0,5.0,11.0,2.0,13.0,4.0,17.0,4.0,21.0,5.0,26.0,4.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0
0.038,22,11.0,11.0,6.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0
0.038,23,4.0,4.0,2.0,6.0,0.0,6.0,1.0,7.0,1.0,8.0,5.0,13.0,2.0,15.0,2.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0
0.038,24,8.0,8.0,8.0,16.0,4.0,20.0,2.0,22.0,1.0,23.0,4.0,27.0,7.0,34.0,2.0,36.0,2.0,38.0,2.0,40.0,5.0,45.0,3.0,48.0,2.0,50.0,3.0,53.0,0.0,53.0,1.0,54.0,1.0,55.0,4.0,59.0,5.0,64.0
0.038,25,11.0,11.0,5.0,16.0,1.0,17.0,2.0,19.0,3.0,22.0,2.0,24.0,3.0,27.0,1.0,28.0,2.0,30.0,1.0,31.0,4.0,35.0,4.0,39.0,10.0,49.0,3.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0
0.038,26,4.0,4.0,1.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0
0.038,27,5.0,5.0,3.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,1.0,9.0,2.0,11.0,1.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0
0.038,28,5.0,5.0,2.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0
0.038,29,11.0,11.0,3.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,1.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0
0.038,30,9.0,9.0,4.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0
0.038,31,4.0,4.0,1.0,5.0,1.0,6.0,2.0,8.0,1.0,9.0,0.0,9.0,2.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0
0.038,32,6.0,6.0,3.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0
0.038,33,7.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0
0.038,34,8.0,8.0,4.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0
0.038,35,8.0,8.0,2.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0
0.038,36,8.0,8.0,0.0,8.0,2.0,10.0,5.0,15.0,4.0,19.0,5.0,24.0,4.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0
0.038,37,6.0,6.0,3.0,9.0,3.0,12.0,5.0,17.0,3.0,20.0,2.0,22.0,5.0,27.0,1.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0
0.038,38,5.0,5.0,6.0,11.0,1.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,2.0,14.0,1.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0
0.038,39,6.0,6.0,4.0,10.0,2.0,12.0,1.0,13.0,4.0,17.0,1.0,18.0,4.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0
0.038,40,5.0,5.0,1.0,6.0,0.0,6.0,0.0,6.0,2.0,8.0,2.0,10.0,3.0,13.0,1.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0
0.038,41,8.0,8.0,3.0,11.0,2.0,13.0,2.0,15.0,5.0,20.0,3.0,23.0,4.0,27.0,1.0,28.0,2.0,30.0,1.0,31.0,3.0,34.0,3.0,37.0,3.0,40.0,1.0,41.0,0.0,41.0,0.0,41.0,0.0,41.0,0.0,41.0,0.0,41.0
0.038,42,7.0,7.0,2.0,9.0,2.0,11.0,2.0,13.0,4.0,17.0,2.0,19.0,1.0,20.0,4.0,24.0,0.0,24.0,2.0,26.0,2.0,28.0,1.0,29.0,1.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0
0.038,43,4.0,4.0,2.0,6.0,5.0,11.0,3.0,14.0,5.0,19.0,7.0,26.0,3.0,29.0,1.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0
0.038,44,4.0,4.0,6.0,10.0,3.0,13.0,2.0,15.0,5.0,20.0,8.0,28.0,7.0,35.0,1.0,36.0,0.0,36.0,0.0,36.0,1.0,37.0,0.0,37.0,0.0,37.0,0.0,37.0,0.0,37.0,0.0,37.0,0.0,37.0,0.0,37.0,0.0,37.0
0.038,45,6.0,6.0,5.0,11.0,0.0,11.0,0.0,11.0,2.0,13.0,3.0,16.0,4.0,20.0,1.0,21.0,1.0,22.0,2.0,24.0,1.0,25.0,1.0,26.0,3.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0
0.038,46,9.0,9.0,7.0,16.0,2.0,18.0,2.0,20.0,3.0,23.0,9.0,32.0,6.0,38.0,2.0,40.0,1.0,41.0,2.0,43.0,0.0,43.0,3.0,46.0,3.0,49.0,0.0,49.0,0.0,49.0,0.0,49.0,0.0,49.0,0.0,49.0,0.0,49.0
0.038,47,5.0,5.0,1.0,6.0,2.0,8.0,0.0,8.0,3.0,11.0,2.0,13.0,2.0,15.0,3.0,18.0,1.0,19.0,0.0,19.0,1.0,20.0,0.0,20.0,2.0,22.0,2.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0
0.038,48,3.0,3.0,4.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0
0.038,49,4.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0
0.03801,0,4.0,4.0,1.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0
0.03801,1,8.0,8.0,5.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0
0.03801,2,4.0,4.0,6.0,10.0,4.0,14.0,3.0,17.0,4.0,21.0,3.0,24.0,4.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0
0.03801,3,6.0,6.0,2.0,8.0,1.0,9.0,1.0,10.0,0.0,10.0,1.0,11.0,2.0,13.0,1.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0
0.03801,4,10.0,10.0,3.0,13.0,2.0,15.0,3.0,18.0,6.0,24.0,5.0,29.0,8.0,37.0,1.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0
0.03801,5,8.0,8.0,5.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,1.0,14.0,5.0,19.0
0.03801,6,4.0,4.0,1.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0
0.03801,7,7.0,7.0,1.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0
0.03801,8,4.0,4.0,4.0,8.0,5.0,13.0,4.0,17.0,2.0,19.0,2.0,21.0,2.0,23.0,2.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0
0.03801,9,8.0,8.0,2.0,10.0,0.0,10.0,0.0,10.0,1.0,11.0,1.0,12.0,0.0,12.0,1.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0
0.03801,10,8.0,8.0,3.0,11.0,1.0,12.0,0.0,12.0,0.0,12.0,1.0,13.0,1.0,14.0,1.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0
0.03801,11,10.0,10.0,4.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0
0.03801,12,9.0,9.0,1.0,10.0,2.0,12.0,1.0,13.0,1.0,14.0,1.0,15.0,1.0,16.0,2.0,18.0,1.0,19.0,0.0,19.0,3.0,22.0,4.0,26.0,5.0,31.0,2.0,33.0,0.0,33.0,0.0,33.0,0.0,33.0,0.0,33.0,0.0,33.0
0.03801,13,9.0,9.0,1.0,10.0,4.0,14.0,4.0,18.0,3.0,21.0,4.0,25.0,4.0,29.0,5.0,34.0,1.0,35.0,4.0,39.0,0.0,39.0,6.0,45.0,3.0,48.0,0.0,48.0,1.0,49.0,2.0,51.0,1.0,52.0,1.0,53.0,2.0,55.0
0.03801,14,9.0,9.0,5.0,14.0,2.0,16.0,2.0,18.0,2.0,20.0,2.0,22.0,2.0,24.0,1.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0
0.03801,15,6.0,6.0,3.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0
0.03801,16,7.0,7.0,2.0,9.0,1.0,10.0,1.0,11.0,1.0,12.0,2.0,14.0,3.0,17.0,2.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0
0.03801,17,5.0,5.0,3.0,8.0,0.0,8.0,4.0,12.0,1.0,13.0,3.0,16.0,1.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0
0.03801,18,8.0,8.0,6.0,14.0,0.0,14.0,1.0,15.0,0.0,15.0,4.0,19.0,3.0,22.0,0.0,22.0,1.0,23.0,1.0,24.0,4.0,28.0,0.0,28.0,3.0,31.0,1.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0
0.03801,19,7.0,7.0,5.0,12.0,3.0,15.0,7.0,22.0,8.0,30.0,5.0,35.0,9.0,44.0,1.0,45.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0,45.0
0.03801,20,7.0,7.0,5.0,12.0,1.0,13.0,3.0,16.0,4.0,20.0,5.0,25.0,7.0,32.0,1.0,33.0,0.0,33.0,0.0,33.0,0.0,33.0,0.0,33.0,0.0,33.0,0.0,33.0,0.0,33.0,0.0,33.0,0.0,33.0,0.0,33.0,0.0,33.0
0.03801,21,6.0,6.0,4.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,1.0,11.0,1.0,12.0,3.0,15.0
0.03801,22,5.0,5.0,4.0,9.0,2.0,11.0,1.0,12.0,2.0,14.0,4.0,18.0,5.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,1.0,24.0,1.0,25.0,2.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0
0.03801,23,12.0,12.0,3.0,15.0,0.0,15.0,2.0,17.0,2.0,19.0,2.0,21.0,2.0,23.0,2.0,25.0,0.0,25.0,0.0,25.0,1.0,26.0,1.0,27.0,1.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0
0.03801,24,8.0,8.0,0.0,8.0,0.0,8.0,1.0,9.0,4.0,13.0,2.0,15.0,3.0,18.0,3.0,21.0,1.0,22.0,0.0,22.0,4.0,26.0,1.0,27.0,3.0,30.0,2.0,32.0,4.0,36.0,4.0,40.0,4.0,44.0,5.0,49.0,2.0,51.0
0.03801,25,9.0,9.0,4.0,13.0,1.0,14.0,1.0,15.0,2.0,17.0,3.0,20.0,1.0,21.0,2.0,23.0,2.0,25.0,2.0,27.0,1.0,28.0,4.0,32.0,4.0,36.0,3.0,39.0,0.0,39.0,0.0,39.0,0.0,39.0,0.0,39.0,0.0,39.0
0.03801,26,5.0,5.0,4.0,9.0,1.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,3.0,13.0,2.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0
0.03801,27,8.0,8.0,3.0,11.0,1.0,12.0,2.0,14.0,0.0,14.0,2.0,16.0,1.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0
0.03801,28,5.0,5.0,2.0,7.0,1.0,8.0,0.0,8.0,4.0,12.0,1.0,13.0,4.0,17.0,1.0,18.0,0.0,18.0,2.0,20.0,1.0,21.0,3.0,24.0,3.0,27.0,1.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0
0.03801,29,3.0,3.0,3.0,6.0,3.0,9.0,5.0,14.0,2.0,16.0,3.0,19.0,3.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,22.0
0.03801,30,6.0,6.0,2.0,8.0,0.0,8.0,2.0,10.0,1.0,11.0,2.0,13.0,2.0,15.0,2.0,17.0,4.0,21.0,4.0,25.0,0.0,25.0,4.0,29.0,1.0,30.0,1.0,31.0,0.0,31.0,0.0,31.0,0.0,31.0,0.0,31.0,0.0,31.0
0.03801,31,5.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,1.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0
0.03801,32,9.0,9.0,2.0,11.0,3.0,14.0,2.0,16.0,2.0,18.0,3.0,21.0,5.0,26.0,6.0,32.0,1.0,33.0,1.0,34.0,2.0,36.0,3.0,39.0,5.0,44.0,2.0,46.0,0.0,46.0,0.0,46.0,0.0,46.0,0.0,46.0,0.0,46.0
0.03801,33,4.0,4.0,5.0,9.0,0.0,9.0,3.0,12.0,4.0,16.0,2.0,18.0,2.0,20.0,0.0,20.0,1.0,21.0,0.0,21.0,3.0,24.0,1.0,25.0,2.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0
0.03801,34,6.0,6.0,2.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0
0.03801,35,6.0,6.0,3.0,9.0,0.0,9.0,2.0,11.0,2.0,13.0,2.0,15.0,2.0,17.0,1.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0
0.03801,36,5.0,5.0,4.0,9.0,1.0,10.0,5.0,15.0,9.0,24.0,9.0,33.0,10.0,43.0,4.0,47.0,1.0,48.0,0.0,48.0,2.0,50.0,2.0,52.0,2.0,54.0,0.0,54.0,0.0,54.0,0.0,54.0,0.0,54.0,0.0,54.0,0.0,54.0
0.03801,37,7.0,7.0,2.0,9.0,3.0,12.0,2.0,14.0,3.0,17.0,5.0,22.0,3.0,25.0,3.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,28.0
0.03801,38,4.0,4.0,1.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0
0.03801,39,8.0,8.0,4.0,12.0,3.0,15.0,0.0,15.0,1.0,16.0,3.0,19.0,3.0,22.0,1.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0
0.03801,40,4.0,4.0,1.0,5.0,1.0,6.0,1.0,7.0,0.0,7.0,4.0,11.0,2.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0
0.03801,41,6.0,6.0,2.0,8.0,5.0,13.0,4.0,17.0,4.0,21.0,7.0,28.0,6.0,34.0,4.0,38.0,0.0,38.0,0.0,38.0,1.0,39.0,2.0,41.0,4.0,45.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0,45.0,0.0,45.0
