prob_transmission,day,patients,patient_C,patient_S,patient_isolated,patient_positive,patient_preinfection,hcws,hcw_C,goo,goo_C,beds,filled_beds,filled_sick_beds,empty_isolated_beds,daily_hcw_infections,cumulative_sick_patients,cumulative_sick_patients_by_HCW,cumulative_patients,move2isol,daily_discharges,daily_admissions,iteration
0.1,10,30.0,5.3,24.7,16.8,5.3,0.0,19.0,0.0,30.0,12.2,30.0,30.0,5.3,0.0,1.4,13.7,13.7,38.9,1.4,0.0,0.0,5.5
0.1,11,30.0,6.5,23.5,16.8,6.5,0.0,19.0,0.0,30.0,12.2,30.0,30.0,6.5,0.0,1.2,14.9,14.9,38.9,1.5,0.0,0.0,5.5
0.1,12,30.0,7.3,22.7,16.8,7.2,0.0,19.0,0.0,30.0,12.5,30.0,30.0,7.2,0.0,0.8,15.7,15.7,38.9,1.7,0.0,0.0,5.5
0.1,13,30.0,8.5,21.5,16.8,8.5,0.0,19.0,0.1,30.0,12.5,30.0,30.0,8.5,0.0,1.2,16.9,16.9,38.9,2.2,0.0,0.0,5.5
0.1,14,30.0,9.4,20.6,16.8,9.4,0.0,19.0,0.0,30.0,12.9,30.0,30.0,9.4,0.0,0.9,17.8,17.8,38.9,2.6,0.0,0.0,5.5
0.1,15,29.9,9.8,20.1,15.9,9.8,0.0,19.0,0.1,30.0,13.2,30.0,29.9,9.8,0.0,0.4,18.2,18.2,41.7,2.8,2.9,2.8,5.5
0.1,16,30.0,10.0,20.0,16.0,10.0,0.0,19.0,0.0,30.0,13.4,30.0,30.0,10.0,0.0,0.3,18.5,18.5,42.1,3.2,0.3,0.4,5.5
0.1,17,30.0,11.1,18.9,16.0,11.1,0.0,19.0,0.0,30.0,13.7,30.0,30.0,11.1,0.0,1.1,19.6,19.6,42.1,3.6,0.0,0.0,5.5
0.1,18,30.0,11.8,18.2,16.0,11.8,0.0,19.0,0.2,30.0,13.8,30.0,30.0,11.8,0.0,0.7,20.3,20.3,42.1,4.4,0.0,0.0,5.5
0.1,19,30.0,12.2,17.8,16.0,12.2,0.0,19.0,0.1,30.0,14.4,30.0,30.0,12.2,0.0,0.4,20.7,20.7,42.1,4.6,0.0,0.0,5.5
0.1,20,30.0,13.4,16.6,16.0,13.4,0.0,19.0,0.2,30.0,14.7,30.0,30.0,13.4,0.0,1.2,21.9,21.9,42.1,5.2,0.0,0.0,5.5
0.1,21,30.0,13.9,16.1,16.0,13.9,0.0,19.0,0.1,30.0,15.4,30.0,30.0,13.9,0.0,0.5,22.4,22.4,42.1,5.5,0.0,0.0,5.5
0.1,22,29.9,9.6,20.3,18.4,9.6,0.0,19.0,0.1,30.0,15.9,30.0,29.9,9.6,0.0,1.2,23.6,23.6,48.3,5.9,6.3,6.2,5.5
0.1,23,30.0,11.1,18.9,18.4,11.1,0.0,19.0,0.0,30.0,16.2,30.0,30.0,11.1,0.0,1.5,25.1,25.1,48.6,6.0,0.2,0.3,5.5
0.1,24,30.0,11.8,18.2,18.4,11.8,0.0,19.0,0.0,30.0,16.5,30.0,30.0,11.8,0.0,0.7,25.8,25.8,48.6,6.3,0.0,0.0,5.5
0.1,25,30.0,12.9,17.1,18.4,12.9,0.0,19.0,0.2,30.0,16.7,30.0,30.0,12.9,0.0,1.1,26.9,26.9,48.6,7.0,0.0,0.0,5.5
0.1,26,30.0,13.4,16.6,18.4,13.4,0.0,19.0,0.1,30.0,16.9,30.0,30.0,13.4,0.0,0.5,27.4,27.4,48.6,7.2,0.0,0.0,5.5
0.1,27,30.0,14.3,15.7,18.4,14.3,0.0,19.0,0.0,30.0,17.2,30.0,30.0,14.3,0.0,0.9,28.3,28.3,48.6,7.5,0.0,0.0,5.5
0.1,28,30.0,14.8,15.2,18.4,14.8,0.0,19.0,0.1,30.0,17.4,30.0,30.0,14.8,0.0,0.5,28.8,28.8,48.6,7.8,0.0,0.0,5.5
0.1,29,30.0,13.4,16.6,18.1,13.4,0.0,19.0,0.0,30.0,17.7,30.0,30.0,13.4,0.0,0.6,29.4,29.4,53.0,8.0,4.4,4.4,5.5
0.1,30,30.0,14.1,15.9,18.1,14.1,0.0,19.0,0.0,30.0,17.7,30.0,30.0,14.1,0.0,0.9,30.3,30.3,53.5,8.5,0.5,0.5,5.5
0.1,31,30.0,14.6,15.4,18.1,14.6,0.0,19.0,0.0,30.0,17.7,30.0,30.0,14.6,0.0,0.5,30.8,30.8,53.5,8.7,0.0,0.0,5.5
0.1,32,30.0,15.3,14.7,18.1,15.2,0.0,19.0,0.0,30.0,18.0,30.0,30.0,15.2,0.0,0.7,31.5,31.5,53.5,8.9,0.0,0.0,5.5
0.1,33,30.0,16.0,14.0,18.1,16.0,0.0,19.0,0.2,30.0,18.0,30.0,30.0,16.0,0.0,0.7,32.2,32.2,53.5,9.0,0.0,0.0,5.5
0.1,34,30.0,16.7,13.3,18.1,16.7,0.0,19.0,0.0,30.0,18.0,30.0,30.0,16.7,0.0,0.7,32.9,32.9,53.5,9.3,0.0,0.0,5.5
0.1,35,30.0,17.1,12.9,18.1,17.1,0.0,19.0,0.1,30.0,18.2,30.0,30.0,17.1,0.0,0.4,33.3,33.3,53.5,9.5,0.0,0.0,5.5
0.1,36,29.9,13.7,16.2,17.6,13.7,0.0,19.0,0.1,30.0,18.2,30.0,29.9,13.7,0.1,0.4,33.7,33.7,58.9,9.6,5.5,5.4,5.5
0.1,37,30.0,14.7,15.3,17.7,14.7,0.0,19.0,0.1,30.0,18.4,30.0,30.0,14.7,0.0,1.0,34.7,34.7,59.3,9.7,0.3,0.4,5.5
0.1,38,30.0,15.7,14.3,17.7,15.7,0.0,19.0,0.1,30.0,18.9,30.0,30.0,15.7,0.0,1.0,35.7,35.7,59.3,9.9,0.0,0.0,5.5
0.1,39,30.0,17.1,12.9,17.7,17.1,0.0,19.0,0.0,30.0,18.9,30.0,30.0,17.1,0.0,1.4,37.1,37.1,59.3,10.3,0.0,0.0,5.5
0.1,40,30.0,17.5,12.5,17.7,17.5,0.0,19.0,0.0,30.0,1.0,30.0,30.0,17.5,0.0,0.4,37.5,37.5,59.3,10.8,0.0,0.0,5.5
0.1,41,30.0,17.5,12.5,17.7,17.5,0.0,19.0,0.0,30.0,1.4,30.0,30.0,17.5,0.0,0.0,37.5,37.5,59.3,11.0,0.0,0.0,5.5
0.1,42,30.0,17.6,12.4,17.7,17.6,0.0,19.0,0.0,30.0,2.0,30.0,30.0,17.6,0.0,0.1,37.6,37.6,59.3,11.2,0.0,0.0,5.5
0.1,43,29.9,14.9,15.0,16.8,14.9,0.0,19.0,0.0,30.0,2.3,30.0,29.9,14.9,0.0,0.0,37.6,37.6,63.8,11.9,4.6,4.5,5.5
0.1,44,30.0,14.8,15.2,16.8,14.8,0.0,19.0,0.0,30.0,2.7,30.0,30.0,14.8,0.0,0.1,37.7,37.7,64.5,12.0,0.6,0.7,5.5
0.1,45,30.0,14.8,15.2,16.8,14.8,0.0,19.0,0.0,30.0,3.2,30.0,30.0,14.8,0.0,0.0,37.7,37.7,64.5,12.0,0.0,0.0,5.5
0.1,46,30.0,14.9,15.1,16.8,14.9,0.0,19.0,0.0,30.0,3.4,30.0,30.0,14.9,0.0,0.1,37.8,37.8,64.5,12.1,0.0,0.0,5.5
0.1,47,30.0,15.0,15.0,16.8,15.0,0.0,19.0,0.0,30.0,3.9,30.0,30.0,15.0,0.0,0.1,37.9,37.9,64.5,12.3,0.0,0.0,5.5
0.1,48,30.0,15.2,14.8,16.8,15.2,0.0,19.0,0.0,30.0,4.2,30.0,30.0,15.2,0.0,0.2,38.1,38.1,64.5,12.4,0.0,0.0,5.5
0.1,49,30.0,15.2,14.8,16.8,15.2,0.0,19.0,0.0,30.0,4.6,30.0,30.0,15.2,0.0,0.0,38.1,38.1,64.5,12.6,0.0,0.0,5.5
0.1,50,29.1,12.0,17.1,17.1,12.0,0.0,19.0,0.0,30.0,5.0,30.0,29.1,12.0,0.6,0.3,38.4,38.4,71.5,13.0,7.9,7.0,5.5
0.1,51,30.0,12.2,17.8,17.7,12.2,0.0,19.0,0.0,30.0,5.0,30.0,30.0,12.2,0.0,0.2,38.6,38.6,72.9,13.1,0.5,1.4,5.5
0.1,52,30.0,12.3,17.7,17.7,12.3,0.0,19.0,0.1,30.0,5.2,30.0,30.0,12.3,0.0,0.1,38.7,38.7,72.9,13.1,0.0,0.0,5.5
0.1,53,30.0,12.7,17.3,17.7,12.7,0.0,19.0,0.0,30.0,5.7,30.0,30.0,12.7,0.0,0.4,39.1,39.1,72.9,13.2,0.0,0.0,5.5
0.1,54,30.0,12.8,17.2,17.7,12.8,0.0,19.0,0.1,30.0,6.1,30.0,30.0,12.8,0.0,0.1,39.2,39.2,72.9,13.3,0.0,0.0,5.5
0.1,55,30.0,13.0,17.0,17.7,13.0,0.0,19.0,0.0,30.0,6.5,30.0,30.0,13.0,0.0,0.2,39.4,39.4,72.9,13.3,0.0,0.0,5.5
0.1,56,30.0,13.5,16.5,17.7,13.5,0.0,19.0,0.1,30.0,7.1,30.0,30.0,13.5,0.0,0.5,39.9,39.9,72.9,13.3,0.0,0.0,5.5
0.1,57,29.0,13.5,15.5,17.0,13.5,0.0,19.0,0.0,30.0,7.5,30.0,29.0,13.5,0.5,0.1,40.0,40.0,77.9,13.3,6.0,5.0,5.5
0.1,58,30.0,13.4,16.6,17.6,13.4,0.0,19.0,0.1,30.0,7.6,30.0,30.0,13.4,0.0,0.1,40.1,40.1,80.3,13.3,1.4,2.4,5.5
0.1,59,30.0,13.5,16.5,17.6,13.5,0.0,19.0,0.0,30.0,7.7,30.0,30.0,13.5,0.0,0.1,40.2,40.2,80.3,13.3,0.0,0.0,5.5
0.1,60,30.0,13.8,16.2,17.6,13.8,0.0,19.0,0.0,30.0,8.3,30.0,30.0,13.8,0.0,0.3,40.5,40.5,80.3,13.4,0.0,0.0,5.5
0.1,61,30.0,14.1,15.9,17.6,14.1,0.0,19.0,0.0,30.0,8.7,30.0,30.0,14.1,0.0,0.3,40.8,40.8,80.3,13.4,0.0,0.0,5.5
0.1,62,30.0,14.3,15.7,17.6,14.3,0.0,19.0,0.0,30.0,9.1,30.0,30.0,14.3,0.0,0.2,41.0,41.0,80.3,13.5,0.0,0.0,5.5
0.1,63,30.0,14.4,15.6,17.6,14.4,0.0,19.0,0.0,30.0,9.6,30.0,30.0,14.4,0.0,0.1,41.1,41.1,80.3,13.6,0.0,0.0,5.5
0.1,64,29.2,14.6,14.6,17.3,14.6,1.0,19.0,0.1,30.0,10.0,30.0,29.2,14.6,0.3,0.3,42.4,41.4,85.1,13.6,5.6,4.8,5.5
0.1,65,29.9,15.3,14.6,17.4,15.3,1.0,19.0,0.0,30.0,10.7,30.0,29.9,15.3,0.1,0.9,43.3,42.3,88.2,13.6,2.4,3.1,5.5
0.1,66,30.0,15.9,14.1,17.5,15.9,1.0,19.0,0.2,30.0,11.6,30.0,30.0,15.9,0.0,0.6,43.9,42.9,88.3,13.6,0.0,0.1,5.5
0.1,67,30.0,16.2,13.8,17.5,16.2,1.0,19.0,0.0,30.0,11.7,30.0,30.0,16.2,0.0,0.3,44.2,43.2,88.3,13.7,0.0,0.0,5.5
0.1,68,30.0,16.4,13.6,17.5,16.4,1.0,19.0,0.1,30.0,12.0,30.0,30.0,16.4,0.0,0.2,44.4,43.4,88.3,13.8,0.0,0.0,5.5
0.1,69,30.0,16.5,13.5,17.5,16.5,1.0,19.0,0.0,30.0,12.6,30.0,30.0,16.5,0.0,0.1,44.5,43.5,88.3,13.9,0.0,0.0,5.5
0.1,70,30.0,16.9,13.1,17.5,16.9,1.0,19.0,0.0,30.0,13.0,30.0,30.0,16.9,0.0,0.4,44.9,43.9,88.3,14.0,0.0,0.0,5.5
0.1,71,29.4,16.3,13.1,17.3,16.3,0.0,19.0,0.0,30.0,13.4,30.0,29.4,16.3,0.1,0.9,45.8,44.8,92.0,14.2,4.3,3.7,5.5
0.1,72,29.9,16.4,13.5,17.1,16.4,0.0,19.0,0.0,30.0,13.8,30.0,29.9,16.4,0.0,0.3,46.1,45.1,94.8,14.3,2.3,2.8,5.5
0.1,73,30.0,16.8,13.2,17.1,16.8,0.0,19.0,0.0,30.0,14.0,30.0,30.0,16.8,0.0,0.4,46.5,45.5,94.9,14.5,0.0,0.1,5.5
0.1,74,30.0,17.2,12.8,17.1,17.2,0.0,19.0,0.0,30.0,14.7,30.0,30.0,17.2,0.0,0.4,46.9,45.9,94.9,14.5,0.0,0.0,5.5
0.1,75,30.0,17.4,12.6,17.1,17.4,0.0,19.0,0.1,30.0,15.0,30.0,30.0,17.4,0.0,0.2,47.1,46.1,94.9,14.5,0.0,0.0,5.5
0.1,76,30.0,17.7,12.3,17.1,17.7,0.0,19.0,0.1,30.0,15.2,30.0,30.0,17.7,0.0,0.3,47.4,46.4,94.9,14.8,0.0,0.0,5.5
0.1,77,30.0,18.1,11.9,17.1,18.1,0.0,19.0,0.2,30.0,15.6,30.0,30.0,18.1,0.0,0.4,47.8,46.8,94.9,14.8,0.0,0.0,5.5
0.1,78,29.1,17.3,11.8,16.6,17.3,0.0,19.0,0.2,30.0,16.0,30.0,29.1,17.3,0.3,0.2,48.0,47.0,97.5,14.9,3.5,2.6,5.5
0.1,79,29.9,16.7,13.2,16.7,16.7,0.0,19.0,0.1,30.0,16.3,30.0,29.9,16.7,0.0,0.4,48.4,47.4,101.4,15.2,3.1,3.9,5.5
0.1,80,30.0,17.0,13.0,16.7,17.0,0.0,19.0,0.1,30.0,16.7,30.0,30.0,17.0,0.0,0.4,48.8,47.8,101.7,15.4,0.2,0.3,5.5
0.1,81,30.0,17.8,12.2,16.7,17.8,0.0,19.0,0.1,30.0,17.0,30.0,30.0,17.8,0.0,0.8,49.6,48.6,101.7,15.4,0.0,0.0,5.5
0.1,82,30.0,18.4,11.6,16.7,18.4,0.0,19.0,0.2,30.0,17.4,30.0,30.0,18.4,0.0,0.6,50.2,49.2,101.7,15.5,0.0,0.0,5.5
0.1,83,30.0,18.8,11.2,16.7,18.8,0.0,19.0,0.4,30.0,17.7,30.0,30.0,18.8,0.0,0.4,50.6,49.6,101.7,15.6,0.0,0.0,5.5
0.1,84,30.0,19.0,11.0,16.7,19.0,0.0,19.0,0.1,30.0,17.8,30.0,30.0,19.0,0.0,0.2,50.8,49.8,101.7,15.8,0.0,0.0,5.5
0.1,85,28.9,18.3,10.6,15.6,18.3,0.0,19.0,0.1,30.0,18.0,30.0,28.9,18.3,0.5,0.5,51.3,50.3,103.5,16.4,2.9,1.8,5.5
0.1,86,29.6,18.2,11.4,16.2,18.2,0.0,19.0,0.1,30.0,18.3,30.0,29.6,18.2,0.2,0.6,51.9,50.9,107.1,16.7,2.9,3.6,5.5
0.1,87,30.0,18.9,11.1,16.4,18.9,0.0,19.0,0.1,30.0,18.6,30.0,30.0,18.9,0.0,0.7,52.6,51.6,107.7,16.7,0.2,0.6,5.5
0.1,88,30.0,19.5,10.5,16.4,19.5,0.0,19.0,0.1,30.0,18.9,30.0,30.0,19.5,0.0,0.6,53.2,52.2,107.7,16.9,0.0,0.0,5.5
0.1,89,30.0,20.2,9.8,16.4,20.2,0.0,19.0,0.2,30.0,19.2,30.0,30.0,20.2,0.0,0.7,53.9,52.9,107.7,17.2,0.0,0.0,5.5
0.1,90,30.0,20.5,9.5,16.4,20.5,0.0,19.0,0.0,30.0,19.8,30.0,30.0,20.5,0.0,0.3,54.2,53.2,107.7,17.3,0.0,0.0,5.5
0.1,91,30.0,20.7,9.3,16.4,20.7,0.0,19.0,0.1,30.0,19.9,30.0,30.0,20.7,0.0,0.2,54.4,53.4,107.7,17.5,0.0,0.0,5.5
0.1,92,29.3,20.4,8.9,16.4,20.4,0.0,19.0,0.1,30.0,20.2,30.0,29.3,20.4,0.2,0.6,55.0,54.0,108.6,17.6,1.6,0.9,5.5
0.1,93,29.9,19.1,10.8,16.6,19.1,0.0,19.0,0.1,30.0,20.6,30.0,29.9,19.1,0.0,0.4,55.4,54.4,112.7,18.3,3.5,4.1,5.5
0.1,94,29.9,19.8,10.1,16.6,19.8,0.0,19.0,0.1,30.0,21.1,30.0,29.9,19.8,0.0,0.8,56.2,55.2,113.2,18.6,0.5,0.5,5.5
0.1,95,30.0,20.8,9.2,16.6,20.8,0.0,19.0,0.1,30.0,21.3,30.0,30.0,20.8,0.0,1.0,57.2,56.2,113.3,18.7,0.0,0.1,5.5
0.1,96,30.0,21.4,8.6,16.6,21.4,0.0,19.0,0.0,30.0,21.4,30.0,30.0,21.4,0.0,0.6,57.8,56.8,113.3,18.9,0.0,0.0,5.5
0.1,97,30.0,21.7,8.3,16.6,21.7,0.0,19.0,0.0,30.0,22.0,30.0,30.0,21.7,0.0,0.3,58.1,57.1,113.3,18.9,0.0,0.0,5.5
0.1,98,30.0,22.1,7.9,16.6,22.1,0.0,19.0,0.0,30.0,22.2,30.0,30.0,22.1,0.0,0.4,58.5,57.5,113.3,18.9,0.0,0.0,5.5
0.1,99,29.6,21.3,8.3,16.3,21.3,0.0,19.0,0.0,30.0,22.4,30.0,29.6,21.3,0.2,0.3,58.8,57.8,114.3,19.5,1.4,1.0,5.5
0.1,100,29.6,20.2,9.4,15.8,20.2,0.0,19.0,0.1,30.0,22.7,30.0,29.6,20.2,0.2,0.7,59.5,58.5,118.4,20.2,4.1,4.1,5.5
0.1,101,30.0,21.1,8.9,16.0,21.1,0.0,19.0,0.1,30.0,22.7,30.0,30.0,21.1,0.0,1.1,60.6,59.6,119.4,20.3,0.6,1.0,5.5
0.1,102,30.0,21.7,8.3,16.0,21.7,0.0,19.0,0.1,30.0,22.9,30.0,30.0,21.7,0.0,0.6,61.2,60.2,119.5,20.3,0.1,0.1,5.5
0.1,103,30.0,22.2,7.8,16.0,22.2,0.0,19.0,0.1,30.0,23.4,30.0,30.0,22.2,0.0,0.5,61.7,60.7,119.5,20.4,0.0,0.0,5.5
0.1,104,30.0,22.8,7.2,16.0,22.8,0.0,19.0,0.0,30.0,23.6,30.0,30.0,22.8,0.0,0.6,62.3,61.3,119.5,20.7,0.0,0.0,5.5
0.1,105,30.0,23.4,6.6,16.0,23.4,0.0,19.0,0.1,30.0,23.6,30.0,30.0,23.4,0.0,0.6,62.9,61.9,119.5,20.8,0.0,0.0,5.5
0.1,106,29.7,23.5,6.2,15.8,23.5,0.0,19.0,0.0,30.0,23.8,30.0,29.7,23.5,0.2,0.6,63.5,62.5,120.0,21.0,0.8,0.5,5.5
0.1,107,29.9,22.3,7.6,16.2,22.3,0.0,19.0,0.1,30.0,24.0,30.0,29.9,22.3,0.0,0.7,64.2,63.2,123.4,21.9,3.2,3.4,5.5
0.1,108,30.0,22.7,7.3,16.2,22.7,0.0,19.0,0.0,30.0,24.1,30.0,30.0,22.7,0.0,0.5,64.7,63.7,123.8,22.0,0.3,0.4,5.5
0.1,109,30.0,23.0,7.0,16.2,23.0,0.0,19.0,0.0,30.0,24.6,30.0,30.0,23.0,0.0,0.3,65.0,64.0,123.9,22.1,0.1,0.1,5.5
0.1,110,30.0,23.3,6.7,16.2,23.3,0.0,19.0,0.1,30.0,24.7,30.0,30.0,23.3,0.0,0.3,65.3,64.3,123.9,22.2,0.0,0.0,5.5
0.1,111,30.0,23.7,6.3,16.2,23.7,0.0,19.0,0.0,30.0,24.9,30.0,30.0,23.7,0.0,0.4,65.7,64.7,123.9,22.3,0.0,0.0,5.5
0.1,112,30.0,24.1,5.9,16.2,24.1,0.0,19.0,0.1,30.0,25.1,30.0,30.0,24.1,0.0,0.4,66.1,65.1,123.9,22.4,0.0,0.0,5.5
0.1,113,29.4,23.9,5.5,16.1,23.9,0.0,19.0,0.2,30.0,25.2,30.0,29.4,23.9,0.0,0.5,66.6,65.6,124.2,22.7,0.9,0.3,5.5
0.1,114,29.6,21.5,8.1,15.6,21.5,0.0,19.0,0.1,30.0,25.4,30.0,29.6,21.5,0.0,0.4,67.0,66.0,128.8,23.9,4.4,4.6,5.5
0.1,115,30.0,21.9,8.1,15.7,21.9,0.0,19.0,0.0,30.0,25.9,30.0,30.0,21.9,0.0,1.2,68.2,67.2,130.1,24.3,0.9,1.3,5.5
0.1,116,30.0,23.1,6.9,15.7,23.1,0.0,19.0,0.4,30.0,26.0,30.0,30.0,23.1,0.0,1.2,69.4,68.4,130.2,24.3,0.1,0.1,5.5
0.1,117,30.0,23.5,6.5,15.7,23.5,0.0,19.0,0.0,30.0,26.1,30.0,30.0,23.5,0.0,0.4,69.8,68.8,130.2,24.3,0.0,0.0,5.5
0.1,118,30.0,24.2,5.8,15.7,24.2,0.0,19.0,0.2,30.0,26.3,30.0,30.0,24.2,0.0,0.7,70.5,69.5,130.2,24.3,0.0,0.0,5.5
0.1,119,30.0,24.7,5.3,15.7,24.7,0.0,19.0,0.0,30.0,26.4,30.0,30.0,24.7,0.0,0.5,71.0,70.0,130.2,24.4,0.0,0.0,5.5
0.1,120,29.9,24.6,5.3,15.6,24.6,0.0,19.0,0.1,30.0,26.5,30.0,29.9,24.6,0.0,0.2,71.2,70.2,130.5,24.4,0.4,0.3,5.5
0.1,121,29.7,24.1,5.6,15.6,24.1,0.9,19.0,0.1,30.0,26.6,30.0,29.7,24.1,0.2,0.4,72.5,70.6,133.7,24.8,3.4,3.2,5.5
0.1,122,30.0,24.4,5.6,15.6,24.4,1.0,19.0,0.3,30.0,26.7,30.0,30.0,24.4,0.0,0.5,73.1,71.1,134.8,24.9,0.8,1.1,5.5
0.1,123,30.0,24.8,5.2,15.6,24.8,1.0,19.0,0.1,30.0,26.8,30.0,30.0,24.8,0.0,0.4,73.5,71.5,134.9,24.9,0.1,0.1,5.5
0.1,124,30.0,25.4,4.6,15.6,25.4,1.0,19.0,0.0,30.0,27.0,30.0,30.0,25.4,0.0,0.6,74.1,72.1,134.9,25.0,0.0,0.0,5.5
0.1,125,30.0,25.8,4.2,15.6,25.8,1.0,19.0,0.0,30.0,27.0,30.0,30.0,25.8,0.0,0.4,74.5,72.5,134.9,25.1,0.0,0.0,5.5
0.1,126,30.0,26.2,3.8,15.6,26.2,1.0,19.0,0.3,30.0,27.2,30.0,30.0,26.2,0.0,0.4,74.9,72.9,134.9,25.4,0.0,0.0,5.5
0.1,127,30.0,26.3,3.7,15.7,26.3,1.0,19.0,0.2,30.0,27.3,30.0,30.0,26.3,0.0,0.3,75.2,73.2,135.1,25.5,0.2,0.2,5.5
0.1,128,29.6,22.5,7.1,15.4,22.5,0.1,19.0,0.1,30.0,27.3,30.0,29.6,22.5,0.2,0.1,75.3,73.3,139.4,26.7,4.7,4.3,5.5
0.1,129,30.0,22.3,7.7,15.6,22.3,0.0,19.0,0.2,30.0,27.3,30.0,30.0,22.3,0.0,0.7,76.0,74.0,141.1,27.0,1.3,1.7,5.5
0.1,130,30.0,23.3,6.7,15.6,23.3,0.0,19.0,0.2,30.0,27.3,30.0,30.0,23.3,0.0,1.0,77.0,75.0,141.2,27.0,0.1,0.1,5.5
0.1,131,30.0,24.2,5.8,15.6,24.1,0.0,19.0,0.0,30.0,27.4,30.0,30.0,24.1,0.0,0.9,77.9,75.9,141.2,27.0,0.0,0.0,5.5
0.1,132,30.0,24.8,5.2,15.6,24.8,0.0,19.0,0.3,30.0,27.5,30.0,30.0,24.8,0.0,0.6,78.5,76.5,141.2,27.0,0.0,0.0,5.5
0.1,133,30.0,25.4,4.6,15.6,25.4,0.0,19.0,0.2,30.0,27.6,30.0,30.0,25.4,0.0,0.6,79.1,77.1,141.2,27.0,0.0,0.0,5.5
0.1,134,29.6,25.4,4.2,15.5,25.4,0.0,19.0,0.3,30.0,27.6,30.0,29.6,25.4,0.0,0.3,79.4,77.4,141.3,27.3,0.5,0.1,5.5
0.1,135,29.7,24.4,5.3,15.0,24.4,0.0,19.0,0.0,30.0,27.6,30.0,29.7,24.4,0.1,0.5,79.9,77.9,144.3,27.8,2.9,3.0,5.5
0.1,136,30.0,24.9,5.1,15.2,24.9,0.0,19.0,0.3,30.0,27.7,30.0,30.0,24.9,0.0,1.1,81.0,79.0,145.9,27.9,1.3,1.6,5.5
0.1,137,30.0,25.6,4.4,15.2,25.6,0.0,19.0,0.1,30.0,27.8,30.0,30.0,25.6,0.0,0.7,81.7,79.7,146.0,27.9,0.1,0.1,5.5
0.1,138,30.0,26.0,4.0,15.2,26.0,0.0,19.0,0.4,30.0,27.8,30.0,30.0,26.0,0.0,0.4,82.1,80.1,146.0,27.9,0.0,0.0,5.5
0.1,139,30.0,26.1,3.9,15.2,26.1,0.0,19.0,0.2,30.0,27.8,30.0,30.0,26.1,0.0,0.1,82.2,80.2,146.0,27.9,0.0,0.0,5.5
0.1,140,30.0,26.3,3.7,15.2,26.3,0.0,19.0,0.3,30.0,27.8,30.0,30.0,26.3,0.0,0.2,82.4,80.4,146.0,27.9,0.0,0.0,5.5
0.1,141,30.0,26.4,3.6,15.2,26.4,0.0,19.0,0.2,30.0,28.0,30.0,30.0,26.4,0.0,0.1,82.5,80.5,146.0,27.9,0.0,0.0,5.5
0.1,142,29.1,23.6,5.5,14.8,23.6,0.0,19.0,0.3,30.0,28.1,30.0,29.1,23.6,0.1,0.1,82.6,80.6,148.7,28.7,3.6,2.7,5.5
0.1,143,29.9,23.4,6.5,14.6,23.4,0.0,19.0,0.1,30.0,28.1,30.0,29.9,23.4,0.1,0.8,83.4,81.4,151.6,29.0,2.1,2.9,5.5
0.1,144,30.0,24.3,5.7,14.7,24.3,0.0,19.0,0.2,30.0,28.1,30.0,30.0,24.3,0.0,0.9,84.3,82.3,151.8,29.0,0.1,0.2,5.5
