0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18
,,,,,,,"[1, 30, 1, 1, 2, 2, 2, 1, 0, 1, 1, 1, 2, 0, 2, 2, 1, 0, 2, 0, 0, 2, 0, 0, 0, 1, 1, 3, 2, 0, 1, 2, 1, 0, 0, 0]"
,,,,,,,"[0, 31, 1, 1, 3, 2, 1, 1, 0, 2, 0, 1, 2, 0, 2, 2, 1, 1, 0, 2, 0, 2, 0, 0, 0, 0, 1, 3, 2, 0, 1, 2, 1, 0, 0, 0]"
,,,,,,,"[1, 30, 4, 3, 4, 3, 3, 2, 2, 2, 0, 4, 3, 2, 3, 4, 3, 0, 3, 3, 2, 3, 2, 0, 2, 3, 2, 3, 5, 1, 2, 3, 3, 2, 0, 0]"
,,,,,,,"[0, 29, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
,,,,,,,"[1, 12, 17, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
,,,,,,,"[0, 32, 3, 3, 4, 4, 2, 2, 0, 4, 1, 4, 3, 2, 3, 3, 3, 1, 3, 3, 2, 3, 1, 0, 3, 2, 3, 4, 3, 1, 3, 3, 2, 2, 0, 0]"
,,,,,,,"[0, 12, 18, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
,,,,,,,"[0, 29, 3, 1, 2, 3, 0, 1, 0, 2, 0, 2, 1, 0, 3, 2, 0, 0, 2, 1, 0, 2, 0, 0, 0, 0, 2, 2, 2, 1, 0, 2, 1, 0, 1, 0]"
,,,,,,,"[0, 24, 6, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
,,,,,,,"[0, 34, 1, 3, 3, 4, 3, 2, 1, 3, 1, 4, 3, 2, 3, 3, 4, 0, 3, 3, 1, 4, 1, 0, 3, 2, 3, 4, 4, 0, 3, 3, 3, 1, 0, 0]"
,,,,,,,"[1, 22, 9, 1, 2, 3, 0, 1, 0, 2, 0, 2, 1, 1, 1, 3, 1, 0, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 3, 0, 0, 2, 1, 1, 0, 0]"
,,,,,,,"[0, 38, 3, 5, 8, 6, 5, 4, 3, 7, 3, 7, 6, 5, 6, 7, 5, 3, 6, 5, 5, 6, 5, 1, 7, 5, 5, 7, 8, 2, 5, 6, 6, 5, 2, 2]"
,,,,,,,"[1, 33, 1, 3, 3, 4, 3, 2, 0, 4, 1, 4, 3, 2, 3, 3, 3, 1, 3, 3, 0, 4, 2, 0, 3, 2, 3, 3, 4, 2, 1, 4, 3, 1, 0, 0]"
,,,,,,,"[0, 29, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
,,,,,,,"[0, 25, 5, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
,,,,,,,"[1, 20, 14, 3, 3, 5, 2, 2, 1, 3, 1, 4, 3, 1, 4, 4, 3, 0, 3, 3, 1, 4, 1, 0, 3, 2, 3, 4, 3, 1, 2, 4, 3, 1, 0, 0]"
,,,,,,,"[0, 35, 3, 4, 4, 7, 3, 4, 3, 4, 2, 5, 5, 3, 4, 5, 4, 3, 4, 4, 3, 5, 3, 0, 4, 4, 5, 4, 6, 2, 4, 4, 5, 4, 0, 0]"
,,,,,,,"[1, 41, 8, 8, 14, 9, 10, 8, 8, 12, 9, 8, 11, 10, 8, 13, 8, 8, 9, 10, 9, 11, 8, 6, 10, 10, 10, 9, 14, 6, 10, 9, 11, 9, 8, 5]"
,,,,,,,"[1, 27, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
,,,,,,,"[0, 36, 2, 4, 4, 7, 3, 4, 1, 5, 2, 6, 4, 4, 4, 6, 3, 4, 3, 4, 2, 5, 3, 1, 5, 4, 4, 4, 8, 1, 4, 4, 4, 4, 0, 1]"
,,,,,,,"[0, 30, 2, 1, 2, 4, 0, 1, 0, 2, 0, 1, 2, 0, 2, 2, 1, 0, 1, 1, 0, 2, 0, 0, 0, 2, 0, 2, 4, 0, 0, 2, 1, 0, 0, 0]"
,,,,,,,"[1, 35, 5, 5, 6, 7, 7, 5, 2, 6, 5, 5, 7, 6, 5, 6, 5, 3, 6, 5, 6, 5, 5, 2, 6, 5, 5, 7, 8, 4, 5, 6, 6, 4, 1, 2]"
,,,,,,,"[0, 30, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
,,,,,,,"[0, 29, 12, 5, 7, 8, 5, 5, 2, 6, 5, 5, 8, 4, 6, 6, 6, 4, 5, 5, 5, 6, 5, 2, 6, 5, 5, 8, 6, 4, 5, 6, 6, 5, 1, 3]"
,,,,,,,"[0, 12, 18, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
,,,,,,,"[0, 35, 3, 4, 5, 6, 3, 4, 2, 4, 3, 5, 3, 4, 5, 5, 4, 3, 4, 4, 4, 4, 3, 0, 4, 5, 4, 5, 4, 3, 5, 4, 4, 4, 0, 1]"
,,,,,,,"[0, 18, 16, 4, 3, 5, 2, 2, 0, 4, 0, 5, 3, 2, 3, 4, 2, 1, 3, 3, 1, 4, 1, 0, 2, 3, 3, 3, 5, 0, 3, 2, 4, 1, 0, 0]"
,,,,,,,"[0, 18, 17, 3, 4, 3, 2, 3, 0, 3, 1, 5, 2, 2, 4, 3, 2, 1, 3, 3, 2, 3, 2, 0, 2, 2, 3, 3, 5, 1, 2, 3, 3, 2, 0, 0]"
,,,,,,,"[0, 17, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
,,,,,,,"[0, 39, 11, 8, 12, 12, 9, 8, 9, 9, 10, 7, 11, 10, 8, 12, 9, 8, 9, 10, 9, 11, 9, 5, 10, 11, 7, 12, 13, 6, 10, 10, 11, 8, 8, 4]"
,,,,,,,"[0, 13, 16, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
,,,,,,,"[0, 33, 8, 5, 7, 8, 5, 5, 3, 5, 5, 4, 8, 5, 5, 6, 5, 5, 5, 6, 5, 5, 5, 2, 6, 5, 6, 6, 9, 2, 5, 5, 7, 5, 2, 1]"
,,,,,,,"[0, 23, 9, 1, 2, 4, 0, 1, 0, 2, 0, 1, 2, 0, 2, 2, 1, 0, 2, 0, 0, 2, 0, 0, 0, 0, 2, 3, 2, 0, 1, 2, 1, 0, 0, 0]"
,,,,,,,"[0, 24, 11, 2, 4, 4, 2, 2, 2, 3, 0, 4, 3, 2, 3, 4, 3, 0, 3, 3, 1, 4, 2, 0, 2, 1, 4, 3, 5, 0, 3, 3, 3, 2, 0, 0]"
,,,,,,,"[0, 15, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
,,,,,,,"[0, 49, 10, 11, 19, 14, 15, 11, 13, 17, 11, 13, 17, 12, 13, 18, 13, 11, 13, 17, 12, 14, 14, 10, 13, 18, 11, 15, 17, 11, 13, 16, 12, 15, 11, 9]"
,,,,,,,"[0, 28, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
,,,,,,,"[1, 12, 17, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
,,,,,,,"[1, 35, 2, 4, 5, 6, 4, 3, 3, 4, 2, 6, 4, 4, 4, 4, 5, 2, 5, 4, 3, 5, 3, 0, 4, 4, 5, 4, 6, 2, 4, 5, 4, 4, 0, 0]"
,,,,,,,"[0, 28, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
,,,,,,,"[1, 22, 7, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
,,,,,,,"[0, 32, 3, 3, 3, 4, 3, 2, 1, 3, 1, 3, 3, 2, 3, 4, 2, 0, 4, 3, 0, 5, 0, 1, 3, 2, 3, 3, 4, 2, 1, 5, 2, 2, 0, 0]"
,,,,,,,"[0, 23, 7, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
,,,,,,,"[0, 31, 4, 3, 4, 2, 3, 3, 0, 3, 1, 5, 2, 2, 4, 3, 3, 0, 3, 3, 2, 3, 2, 0, 2, 2, 3, 3, 5, 1, 2, 3, 3, 2, 0, 0]"
,,,,,,,"[0, 23, 9, 0, 3, 2, 1, 1, 0, 2, 0, 1, 2, 0, 2, 2, 1, 0, 0, 2, 0, 2, 0, 0, 0, 1, 1, 2, 4, 0, 0, 2, 0, 1, 0, 0]"
,,,,,,,"[0, 20, 10, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
,,,,,,,"[0, 30, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
,,,,,,,"[0, 29, 3, 1, 2, 4, 0, 1, 0, 1, 1, 1, 2, 0, 2, 2, 2, 0, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 2, 1, 0, 2, 1, 0, 0, 0]"
,,,,,,,"[0, 30, 2, 1, 2, 4, 0, 1, 0, 2, 0, 1, 2, 0, 2, 2, 2, 0, 0, 2, 0, 1, 1, 0, 0, 0, 2, 2, 3, 0, 0, 2, 1, 0, 0, 0]"
,,,,,,,"[0, 25, 7, 1, 3, 3, 0, 1, 0, 2, 0, 1, 2, 0, 2, 2, 1, 1, 0, 2, 0, 2, 0, 0, 0, 0, 2, 2, 2, 1, 0, 2, 1, 0, 0, 0]"
